,bodyId_pre,bodyId_post,roi,weight,type_pre,instance_pre,order_pre,hemisphere_pre,index_pre,index_fix_pre,type_post,instance_post,order_post,hemisphere_post,index_post,index_fix_post
5413,5813027103,910447075,EB,4,EPG,EPG(PB08)_R5,3,R,5,5,PENa,PEN_a(PB06a)_R5,0,R,5,5
5430,5813027103,941123755,EB,29,EPG,EPG(PB08)_R5,3,R,5,5,PENb,PEN_b(PB06b)_R6,1,R,6,6
5431,5813027103,941132434,EB,6,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_R6,3,R,6,6
5437,5813027103,1002507131,EB,6,EPG,EPG(PB08)_R5,3,R,5,5,PENa,PEN_a(PB06a)_R7,0,R,7,7
5439,5813027103,1197993940,EB,13,EPG,EPG(PB08)_R5,3,R,5,5,PENb,PEN_b(PB06b)_R6,1,R,6,6
5440,5813027103,1380495496,EB,16,EPG,EPG(PB08)_R5,3,R,5,5,PENa,PEN_a(PB06a)_L6,0,L,6,4
5441,5813027103,5813014882,PB,125,EPG,EPG(PB08)_R5,3,R,5,5,PEG,PEG(PB07)_R5,2,R,5,5
5442,5813027103,5813014882,EB,10,EPG,EPG(PB08)_R5,3,R,5,5,PEG,PEG(PB07)_R5,2,R,5,5
5443,5813027103,5813022281,EB,5,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_L4,3,L,4,6
5445,5813027103,5813080979,EB,6,EPG,EPG(PB08)_R5,3,R,5,5,PENa,PEN_a(PB06a)_L5,0,L,5,5
5446,5813040233,572870540,EB,28,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L1,3,L,1,1
5447,5813040233,634608104,EB,11,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_L2,0,L,2,8
5448,5813040233,697001770,EB,9,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
5449,5813040233,724280817,EB,8,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R2,1,R,2,2
5469,5813040233,912545106,EB,9,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
5474,5813040233,972892437,EB,11,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R2,0,R,2,2
5476,5813040233,1002507131,PB,4,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R7,0,R,7,7
5477,5813040233,1062526223,PB,34,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R8,1,R,8,8
5478,5813040233,1125964630,PB,42,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R8,0,R,8,8
5479,5813040233,1125964814,EB,23,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
5480,5813040233,1125964814,PB,1,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
5481,5813040233,1125969082,PB,5,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_R9,2,R,9,9
5482,5813040233,1125969082,EB,1,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_R9,2,R,9,9
5483,5813040233,1126647624,EB,15,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
5484,5813040233,1126647624,PB,1,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
5486,5813040233,1218728570,EB,19,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
5487,5813040233,1218732640,EB,19,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R9,0,R,9,9
5488,5813040233,1447576662,EB,40,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L1,3,L,1,1
5489,5813040233,1508334312,EB,16,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_L3,0,L,3,7
5490,5813040233,1601771527,EB,22,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
5491,5813040233,5813014873,EB,6,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R1,3,R,1,1
5492,5813040233,5813047157,EB,8,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_L2,1,L,2,8
5494,5813040233,5813059834,PB,80,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_R8,2,R,8,8
5495,5813040233,5813059834,EB,7,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_R8,2,R,8,8
5496,5813040233,5813061251,EB,14,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
5497,5813040233,5813070465,EB,31,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_L3,1,L,3,7
5498,5813047157,572870540,EB,88,PENb,PEN_b(PB06b)_L2,1,L,2,8,EPG,EPG(PB08)_L1,3,L,1,1
5499,5813047157,634608104,EB,5,PENb,PEN_b(PB06b)_L2,1,L,2,8,PENa,PEN_a(PB06a)_L2,0,L,2,8
5500,5813047157,724280817,EB,9,PENb,PEN_b(PB06b)_L2,1,L,2,8,PENb,PEN_b(PB06b)_R2,1,R,2,2
5501,5813047157,1125964814,EB,26,PENb,PEN_b(PB06b)_L2,1,L,2,8,EPG,EPG(PB08)_R8,3,R,8,8
5502,5813047157,1128088594,EB,4,PENb,PEN_b(PB06b)_L2,1,L,2,8,PEG,PEG(PB07)_L1,2,L,1,9
5503,5813047157,1167995070,EB,11,PENb,PEN_b(PB06b)_L2,1,L,2,8,EPG,EPG(PB08)_L8,3,L,8,2
5504,5813047157,1168664495,EB,14,PENb,PEN_b(PB06b)_L2,1,L,2,8,EPG,EPG(PB08)_L8,3,L,8,2
5505,5813047157,1447576662,EB,90,PENb,PEN_b(PB06b)_L2,1,L,2,8,EPG,EPG(PB08)_L1,3,L,1,1
5506,5813047157,5813014873,EB,80,PENb,PEN_b(PB06b)_L2,1,L,2,8,EPG,EPG(PB08)_R1,3,R,1,1
5507,5813047157,5813040233,EB,27,PENb,PEN_b(PB06b)_L2,1,L,2,8,EPG,EPG(PB08)_R8,3,R,8,8
5508,5813047157,5813061251,EB,7,PENb,PEN_b(PB06b)_L2,1,L,2,8,EPG,EPG(PB08)_R8,3,R,8,8
5509,5813047157,5813077544,EB,91,PENb,PEN_b(PB06b)_L2,1,L,2,8,EPG,EPG(PB08)_R1,3,R,1,1
5569,5813056953,416642425,EB,21,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_R4,3,R,4,4
5570,5813056953,478375456,EB,62,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_R3,3,R,3,3
5571,5813056953,509410587,EB,5,PENa,PEN_a(PB06a)_R4,0,R,4,4,PENa,PEN_a(PB06a)_R4,0,R,4,4
5572,5813056953,541118908,EB,70,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_R3,3,R,3,3
5573,5813056953,541870397,EB,33,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_L6,3,L,6,4
5574,5813056953,569775058,EB,8,PENa,PEN_a(PB06a)_R4,0,R,4,4,PENb,PEN_b(PB06b)_R4,1,R,4,4
5575,5813056953,570461892,EB,6,PENa,PEN_a(PB06a)_R4,0,R,4,4,PENa,PEN_a(PB06a)_R3,0,R,3,3
5576,5813056953,632544268,EB,51,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_R2,3,R,2,2
5577,5813056953,633546217,EB,13,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_R4,3,R,4,4
5578,5813056953,663562172,EB,11,PENa,PEN_a(PB06a)_R4,0,R,4,4,PENb,PEN_b(PB06b)_R4,1,R,4,4
5579,5813056953,695629525,EB,43,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_R2,3,R,2,2
5580,5813056953,695956656,EB,8,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_R4,3,R,4,4
5581,5813056953,788794171,EB,12,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_L6,3,L,6,4
5582,5813056953,912601268,EB,28,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_L6,3,L,6,4
5583,5813056953,1004017998,EB,50,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_L7,3,L,7,3
5584,5813056953,1035045015,EB,72,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_L7,3,L,7,3
5585,5813056953,1065410141,EB,11,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_L8,3,L,8,2
5586,5813056953,1127471692,EB,12,PENa,PEN_a(PB06a)_R4,0,R,4,4,PENa,PEN_a(PB06a)_L8,0,L,8,2
5587,5813056953,1127476096,EB,12,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_L8,3,L,8,2
5588,5813056953,1167995070,EB,13,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_L8,3,L,8,2
5589,5813056953,1168664495,EB,10,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_L8,3,L,8,2
5590,5813056953,1353544607,EB,6,PENa,PEN_a(PB06a)_R4,0,R,4,4,PENb,PEN_b(PB06b)_L8,1,L,8,2
5591,5813056953,5813012006,EB,54,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_L7,3,L,7,3
5592,5813056953,5813077544,EB,5,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_R1,3,R,1,1
5593,5813056953,5813080838,EB,79,PENa,PEN_a(PB06a)_R4,0,R,4,4,EPG,EPG(PB08)_R3,3,R,3,3
5594,5813059834,1218728570,EB,16,PEG,PEG(PB07)_R8,2,R,8,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
5595,5813059834,1601771527,EB,14,PEG,PEG(PB07)_R8,2,R,8,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
5596,5813059834,5813070465,EB,28,PEG,PEG(PB07)_R8,2,R,8,8,PENb,PEN_b(PB06b)_L3,1,L,3,7
5597,5813061251,572870540,EB,5,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L1,3,L,1,1
5598,5813061251,634608104,EB,9,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_L2,0,L,2,8
5599,5813061251,697001770,EB,21,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
5601,5813061251,849482511,EB,9,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_L4,0,L,4,6
5622,5813061251,912545106,EB,16,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
5627,5813061251,972892437,EB,14,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R2,0,R,2,2
5629,5813061251,1002852791,EB,7,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R7,3,R,7,7
5630,5813061251,1062526223,PB,30,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R8,1,R,8,8
5631,5813061251,1125964630,PB,31,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R8,0,R,8,8
5632,5813061251,1125964630,EB,3,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R8,0,R,8,8
5633,5813061251,1125964814,EB,36,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
5634,5813061251,1125969082,PB,4,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_R9,2,R,9,9
5635,5813061251,1126647624,EB,28,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
5637,5813061251,1190171884,EB,10,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_L2,2,L,2,8
5638,5813061251,1218728570,EB,26,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
5639,5813061251,1218732640,EB,19,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R9,0,R,9,9
5640,5813061251,1447576662,EB,12,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L1,3,L,1,1
5641,5813061251,1508334312,EB,27,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_L3,0,L,3,7
5642,5813061251,1601771527,EB,19,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
5643,5813061251,5813040233,EB,13,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
5645,5813061251,5813059834,PB,64,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_R8,2,R,8,8
5646,5813061251,5813059834,EB,3,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_R8,2,R,8,8
5648,5813061251,5813070465,EB,26,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_L3,1,L,3,7
5715,5813070465,572870540,EB,11,PENb,PEN_b(PB06b)_L3,1,L,3,7,EPG,EPG(PB08)_L1,3,L,1,1
5716,5813070465,697001770,EB,61,PENb,PEN_b(PB06b)_L3,1,L,3,7,EPG,EPG(PB08)_L2,3,L,2,8
5717,5813070465,912545106,EB,74,PENb,PEN_b(PB06b)_L3,1,L,3,7,EPG,EPG(PB08)_L2,3,L,2,8
5718,5813070465,1002507159,EB,30,PENb,PEN_b(PB06b)_L3,1,L,3,7,EPG,EPG(PB08)_R7,3,R,7,7
5719,5813070465,1002852791,EB,54,PENb,PEN_b(PB06b)_L3,1,L,3,7,EPG,EPG(PB08)_R7,3,R,7,7
5720,5813070465,1034219901,EB,21,PENb,PEN_b(PB06b)_L3,1,L,3,7,EPG,EPG(PB08)_R7,3,R,7,7
5721,5813070465,1125964814,EB,43,PENb,PEN_b(PB06b)_L3,1,L,3,7,EPG,EPG(PB08)_R8,3,R,8,8
5722,5813070465,1126647624,EB,43,PENb,PEN_b(PB06b)_L3,1,L,3,7,EPG,EPG(PB08)_R8,3,R,8,8
5723,5813070465,1218728570,EB,5,PENb,PEN_b(PB06b)_L3,1,L,3,7,PENb,PEN_b(PB06b)_R9,1,R,9,9
5724,5813070465,1447576662,EB,32,PENb,PEN_b(PB06b)_L3,1,L,3,7,EPG,EPG(PB08)_L1,3,L,1,1
5725,5813070465,1601771527,EB,11,PENb,PEN_b(PB06b)_L3,1,L,3,7,PENb,PEN_b(PB06b)_R9,1,R,9,9
5726,5813070465,5813040233,EB,21,PENb,PEN_b(PB06b)_L3,1,L,3,7,EPG,EPG(PB08)_R8,3,R,8,8
5727,5813070465,5813061251,EB,41,PENb,PEN_b(PB06b)_L3,1,L,3,7,EPG,EPG(PB08)_R8,3,R,8,8
5728,5813077544,570461892,EB,23,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_R3,0,R,3,3
5729,5813077544,572870540,EB,27,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L1,3,L,1,1
5730,5813077544,572870540,PB,2,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L1,3,L,1,1
5731,5813077544,632544268,EB,4,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_R2,3,R,2,2
5732,5813077544,634608104,EB,26,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_L2,0,L,2,8
5733,5813077544,695629525,EB,4,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_R2,3,R,2,2
5734,5813077544,695629525,PB,2,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_R2,3,R,2,2
5735,5813077544,724280817,EB,46,EPG,EPG(PB08)_R1,3,R,1,1,PENb,PEN_b(PB06b)_R2,1,R,2,2
5737,5813077544,848761388,PB,104,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_R1,2,R,1,1
5738,5813077544,848761388,EB,12,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_R1,2,R,1,1
5767,5813077544,972555509,PB,21,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_R2,2,R,2,2
5768,5813077544,972892437,EB,35,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_R2,0,R,2,2
5769,5813077544,972892437,PB,1,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_R2,0,R,2,2
5770,5813077544,973566036,EB,7,EPG,EPG(PB08)_R1,3,R,1,1,PENb,PEN_b(PB06b)_R3,1,R,3,3
5771,5813077544,1065410141,EB,12,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L8,3,L,8,2
5772,5813077544,1127476096,EB,12,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L8,3,L,8,2
5773,5813077544,1128088594,PB,23,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_L1,2,L,1,9
5774,5813077544,1128088594,EB,6,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_L1,2,L,1,9
5775,5813077544,1167995070,EB,27,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L8,3,L,8,2
5776,5813077544,1168664495,EB,48,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L8,3,L,8,2
5777,5813077544,1199677638,EB,8,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_L9,2,L,9,1
5778,5813077544,1220576923,EB,23,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_L9,0,L,9,1
5779,5813077544,1220584946,EB,5,EPG,EPG(PB08)_R1,3,R,1,1,PENb,PEN_b(PB06b)_L9,1,L,9,1
5780,5813077544,1447576662,EB,13,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L1,3,L,1,1
5781,5813077544,1447576662,PB,4,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L1,3,L,1,1
5782,5813077544,1600083889,EB,4,EPG,EPG(PB08)_R1,3,R,1,1,PENb,PEN_b(PB06b)_L9,1,L,9,1
5783,5813077544,5813014873,EB,44,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_R1,3,R,1,1
5784,5813077544,5813014873,PB,3,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_R1,3,R,1,1
5785,5813077544,5813040233,EB,5,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_R8,3,R,8,8
5786,5813077544,5813047157,EB,36,EPG,EPG(PB08)_R1,3,R,1,1,PENb,PEN_b(PB06b)_L2,1,L,2,8
5788,5813080838,416642425,EB,8,EPG,EPG(PB08)_R3,3,R,3,3,EPG,EPG(PB08)_R4,3,R,4,4
5789,5813080838,478375456,EB,38,EPG,EPG(PB08)_R3,3,R,3,3,EPG,EPG(PB08)_R3,3,R,3,3
5790,5813080838,508793049,EB,12,EPG,EPG(PB08)_R3,3,R,3,3,PENa,PEN_a(PB06a)_L7,0,L,7,3
5791,5813080838,509410587,EB,25,EPG,EPG(PB08)_R3,3,R,3,3,PENa,PEN_a(PB06a)_R4,0,R,4,4
5792,5813080838,541118908,EB,29,EPG,EPG(PB08)_R3,3,R,3,3,EPG,EPG(PB08)_R3,3,R,3,3
5793,5813080838,541870397,EB,8,EPG,EPG(PB08)_R3,3,R,3,3,EPG,EPG(PB08)_L6,3,L,6,4
5794,5813080838,569775058,EB,36,EPG,EPG(PB08)_R3,3,R,3,3,PENb,PEN_b(PB06b)_R4,1,R,4,4
5795,5813080838,570461892,PB,37,EPG,EPG(PB08)_R3,3,R,3,3,PENa,PEN_a(PB06a)_R3,0,R,3,3
5796,5813080838,570461892,EB,1,EPG,EPG(PB08)_R3,3,R,3,3,PENa,PEN_a(PB06a)_R3,0,R,3,3
5797,5813080838,632544268,EB,9,EPG,EPG(PB08)_R3,3,R,3,3,EPG,EPG(PB08)_R2,3,R,2,2
5798,5813080838,663562172,EB,21,EPG,EPG(PB08)_R3,3,R,3,3,PENb,PEN_b(PB06b)_R4,1,R,4,4
5799,5813080838,695629525,EB,4,EPG,EPG(PB08)_R3,3,R,3,3,EPG,EPG(PB08)_R2,3,R,2,2
5800,5813080838,724280817,PB,6,EPG,EPG(PB08)_R3,3,R,3,3,PENb,PEN_b(PB06b)_R2,1,R,2,2
5806,5813080838,910447075,EB,13,EPG,EPG(PB08)_R3,3,R,3,3,PENa,PEN_a(PB06a)_R5,0,R,5,5
5824,5813080838,912601268,EB,12,EPG,EPG(PB08)_R3,3,R,3,3,EPG,EPG(PB08)_L6,3,L,6,4
5827,5813080838,942173776,PB,5,EPG,EPG(PB08)_R3,3,R,3,3,PEG,PEG(PB07)_R4,2,R,4,4
5829,5813080838,972555509,PB,13,EPG,EPG(PB08)_R3,3,R,3,3,PEG,PEG(PB07)_R2,2,R,2,2
5830,5813080838,972555509,EB,1,EPG,EPG(PB08)_R3,3,R,3,3,PEG,PEG(PB07)_R2,2,R,2,2
5831,5813080838,973566036,PB,43,EPG,EPG(PB08)_R3,3,R,3,3,PENb,PEN_b(PB06b)_R3,1,R,3,3
5832,5813080838,974239375,PB,136,EPG,EPG(PB08)_R3,3,R,3,3,PEG,PEG(PB07)_R3,2,R,3,3
5833,5813080838,974239375,EB,11,EPG,EPG(PB08)_R3,3,R,3,3,PEG,PEG(PB07)_R3,2,R,3,3
5834,5813080838,1004014587,EB,11,EPG,EPG(PB08)_R3,3,R,3,3,PEG,PEG(PB07)_L7,2,L,7,3
5835,5813080838,1004017998,EB,27,EPG,EPG(PB08)_R3,3,R,3,3,EPG,EPG(PB08)_L7,3,L,7,3
5836,5813080838,1035045015,EB,21,EPG,EPG(PB08)_R3,3,R,3,3,EPG,EPG(PB08)_L7,3,L,7,3
5837,5813080838,1127471692,EB,29,EPG,EPG(PB08)_R3,3,R,3,3,PENa,PEN_a(PB06a)_L8,0,L,8,2
5838,5813080838,1220576923,EB,8,EPG,EPG(PB08)_R3,3,R,3,3,PENa,PEN_a(PB06a)_L9,0,L,9,1
5839,5813080838,1353544607,EB,32,EPG,EPG(PB08)_R3,3,R,3,3,PENb,PEN_b(PB06b)_L8,1,L,8,2
5840,5813080838,5813012006,EB,13,EPG,EPG(PB08)_R3,3,R,3,3,EPG,EPG(PB08)_L7,3,L,7,3
5841,5813080838,5813056953,EB,24,EPG,EPG(PB08)_R3,3,R,3,3,PENa,PEN_a(PB06a)_R4,0,R,4,4
5842,5813080838,5813056953,PB,1,EPG,EPG(PB08)_R3,3,R,3,3,PENa,PEN_a(PB06a)_R4,0,R,4,4
5844,5813080979,387364605,EB,22,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_L3,3,L,3,7
5845,5813080979,449438847,EB,53,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_L3,3,L,3,7
5846,5813080979,634962055,EB,50,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_L4,3,L,4,6
5847,5813080979,665314820,EB,71,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_L4,3,L,4,6
5848,5813080979,693755250,EB,10,PENa,PEN_a(PB06a)_L5,0,L,5,5,PENb,PEN_b(PB06b)_R7,1,R,7,7
5849,5813080979,694920753,EB,51,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_R5,3,R,5,5
5850,5813080979,725951521,EB,30,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_R5,3,R,5,5
5851,5813080979,758419409,EB,47,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_L3,3,L,3,7
5852,5813080979,789126240,EB,14,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_L5,3,L,5,5
5853,5813080979,819828986,EB,8,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_L5,3,L,5,5
5854,5813080979,910438331,EB,50,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_R6,3,R,6,6
5855,5813080979,912147912,EB,5,PENa,PEN_a(PB06a)_L5,0,L,5,5,PEG,PEG(PB07)_R6,2,R,6,6
5856,5813080979,941132434,EB,76,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_R6,3,R,6,6
5857,5813080979,942491983,EB,58,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_R6,3,R,6,6
5858,5813080979,1002507131,EB,14,PENa,PEN_a(PB06a)_L5,0,L,5,5,PENa,PEN_a(PB06a)_R7,0,R,7,7
5859,5813080979,1002507159,EB,7,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_R7,3,R,7,7
5860,5813080979,1002852791,EB,5,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_R7,3,R,7,7
5861,5813080979,1034219901,EB,12,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_R7,3,R,7,7
5862,5813080979,1631450739,EB,11,PENa,PEN_a(PB06a)_L5,0,L,5,5,PENb,PEN_b(PB06b)_L5,1,L,5,5
5863,5813080979,5813022281,EB,60,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_L4,3,L,4,6
5864,5813080979,5813027103,EB,20,PENa,PEN_a(PB06a)_L5,0,L,5,5,EPG,EPG(PB08)_R5,3,R,5,5
